date_time,holiday,temp,traffic_volume
2016-03-25 01:00:00,None,271.58,494
2016-03-25 02:00:00,None,271.29,391
2016-03-25 03:00:00,None,271.08,357
2016-03-25 04:00:00,None,270.96,1232
2016-03-25 05:00:00,None,270.84,2106
2016-03-25 06:00:00,None,270.58,4695
2016-03-25 07:00:00,None,270.81,5509
2016-03-25 08:00:00,None,271.69,5170
2016-03-25 09:00:00,None,274.14,4671
2016-03-25 10:00:00,None,276.41,4845
2016-03-25 11:00:00,None,277.31500000000005,5272
2016-03-25 12:00:00,None,278.22,5698
2016-03-25 13:00:00,None,280.48,5553
2016-03-25 14:00:00,None,281.21,5800
2016-03-25 15:00:00,None,281.3233333333333,5706
2016-03-25 16:00:00,None,281.43666666666667,5612
2016-03-25 17:00:00,None,281.55,5518
2016-03-25 18:00:00,None,281.015,4600
2016-03-25 19:00:00,None,280.48,3681
2016-03-25 20:00:00,None,279.71000000000004,3297
2016-03-25 21:00:00,None,278.94,2913
2016-03-25 22:00:00,None,278.76,2308
2016-03-25 23:00:00,None,278.58,1702
2016-03-26 00:00:00,None,278.58,1328
2016-03-26 01:00:00,None,278.58,1028
2016-03-26 02:00:00,None,278.58,727
2016-03-26 03:00:00,None,278.365,606
2016-03-26 04:00:00,None,278.15,484
2016-03-26 05:00:00,None,277.86,670
2016-03-26 06:00:00,None,277.86333333333334,1316
2016-03-26 07:00:00,None,277.8666666666667,1962
2016-03-26 08:00:00,None,277.87,2608
2016-03-26 09:00:00,None,278.19,3284
2016-03-26 10:00:00,None,278.51,3961
2016-03-26 11:00:00,None,280.3,4205
2016-03-26 12:00:00,None,280.58500000000004,4444
2016-03-26 13:00:00,None,280.87,4683
2016-03-26 14:00:00,None,281.125,4501
2016-03-26 15:00:00,None,281.38,4319
2016-03-26 16:00:00,None,281.095,4368
2016-03-26 17:00:00,None,280.81,4418
2016-03-26 18:00:00,None,280.02,3883
2016-03-26 19:00:00,None,279.23,3348
2016-03-26 20:00:00,None,278.915,3029
2016-03-26 21:00:00,None,278.6,2710
2016-03-26 22:00:00,None,278.235,2254
2016-03-26 23:00:00,None,277.87,1797
2016-03-27 00:00:00,None,277.58,1064
2016-03-27 01:00:00,None,277.44,632
2016-03-27 02:00:00,None,277.3,488
2016-03-27 03:00:00,None,277.16,344
2016-03-27 04:00:00,None,276.8,240
2016-03-27 05:00:00,None,276.51,372
2016-03-27 06:00:00,None,275.65,737
2016-03-27 07:00:00,None,275.435,1204
2016-03-27 08:00:00,None,275.22,1670
2016-03-27 09:00:00,None,275.58,2450
2016-03-27 10:00:00,None,275.87,3240
2016-03-27 11:00:00,None,276.225,3549
2016-03-27 12:00:00,None,276.58,3858
2016-03-27 13:00:00,None,277.3,4083
2016-03-27 14:00:00,None,277.65,3826
2016-03-27 15:00:00,None,278.0,3570
2016-03-27 16:00:00,None,278.325,3616
2016-03-27 17:00:00,None,278.65,3662
2016-03-27 18:00:00,None,278.59499999999997,3168
2016-03-27 19:00:00,None,278.54,2675
2016-03-27 20:00:00,None,276.37,2275
2016-03-27 21:00:00,None,274.93,2042
2016-03-27 22:00:00,None,273.49,1808
2016-03-27 23:00:00,None,272.885,1170
2016-03-28 00:00:00,None,272.28,533
2016-03-28 01:00:00,None,271.55,299
2016-03-28 02:00:00,None,271.29,266
2016-03-28 03:00:00,None,271.15,302
2016-03-28 04:00:00,None,271.145,1443
2016-03-28 05:00:00,None,271.14,2584
2016-03-28 06:00:00,None,272.08,5429
2016-03-28 07:00:00,None,272.61,6412
2016-03-28 08:00:00,None,273.38,5680
2016-03-28 09:00:00,None,274.15,4949
2016-03-28 10:00:00,None,279.28,4533
2016-03-28 11:00:00,None,280.21,4780
2016-03-28 12:00:00,None,281.14,5028
2016-03-28 13:00:00,None,284.5,5033
2016-03-28 14:00:00,None,285.18,5425
2016-03-28 15:00:00,None,285.86,5817
2016-03-28 16:00:00,None,286.435,6075
2016-03-28 17:00:00,None,287.01,6333
2016-03-28 18:00:00,None,286.935,4838
2016-03-28 19:00:00,None,286.86,3343
2016-03-28 20:00:00,None,284.58000000000004,2820
2016-03-28 21:00:00,None,282.3,2298
2016-03-28 22:00:00,None,278.08,1645
2016-03-28 23:00:00,None,277.755,1126
2016-03-29 00:00:00,None,277.43,607
2016-03-29 01:00:00,None,277.35,379
2016-03-29 02:00:00,None,277.28,356
2016-03-29 03:00:00,None,277.21,333
2016-03-29 04:00:00,None,277.5,843
2016-03-29 05:00:00,None,277.71,2666
2016-03-29 06:00:00,None,277.94,5513
2016-03-29 07:00:00,None,277.93,6786
2016-03-29 08:00:00,None,279.93,5928
2016-03-29 09:00:00,None,282.44,5397
2016-03-29 10:00:00,None,284.68,4527
2016-03-29 11:00:00,None,285.68,4842
2016-03-29 12:00:00,None,286.68,5156
2016-03-29 13:00:00,None,290.22,5161
2016-03-29 14:00:00,None,290.61,5606
2016-03-29 15:00:00,None,290.645,6344
2016-03-29 16:00:00,None,290.68,7083
2016-03-29 17:00:00,None,290.185,5920
2016-03-29 18:00:00,None,289.69,4758
2016-03-29 19:00:00,None,288.305,3904
2016-03-29 20:00:00,None,286.92,3051
2016-03-29 21:00:00,None,286.39,2945
2016-03-29 22:00:00,None,285.86,2839
2016-03-29 23:00:00,None,284.24,1712
2016-03-30 00:00:00,None,282.62,586
2016-03-30 01:00:00,None,281.67,442
2016-03-30 02:00:00,None,280.72,299
2016-03-30 03:00:00,None,280.54,589
2016-03-30 04:00:00,None,280.36,879
2016-03-30 05:00:00,None,280.22,3070
2016-03-30 06:00:00,None,280.08,5262
2016-03-30 07:00:00,None,279.9,5592
2016-03-30 08:00:00,None,279.72,5923
2016-03-30 09:00:00,None,279.615,5225
2016-03-30 10:00:00,None,279.51,4527
2016-03-30 11:00:00,None,279.65,4629
2016-03-30 12:00:00,None,279.84,5027
2016-03-30 13:00:00,None,280.22,4939
2016-03-30 14:00:00,None,280.365,5469
2016-03-30 15:00:00,None,280.51,5999
2016-03-30 16:00:00,None,280.895,6336
2016-03-30 17:00:00,None,281.28,6672
2016-03-30 18:00:00,None,281.08,4784
2016-03-30 19:00:00,None,280.96999999999997,4047
2016-03-30 20:00:00,None,280.86,3311
2016-03-30 21:00:00,None,280.75,2574
2016-03-30 22:00:00,None,280.555,1828
2016-03-30 23:00:00,None,280.36,1082
2016-03-31 00:00:00,None,280.115,728
2016-03-31 01:00:00,None,279.87,375
2016-03-31 02:00:00,None,279.51,279
2016-03-31 03:00:00,None,279.29,339
2016-03-31 04:00:00,None,279.045,1502
2016-03-31 05:00:00,None,278.8,2666
2016-03-31 06:00:00,None,278.23,5420
2016-03-31 07:00:00,None,277.8,6284
2016-03-31 08:00:00,None,277.61,5980
2016-03-31 09:00:00,None,277.70000000000005,5356
2016-03-31 10:00:00,None,277.79,4733
2016-03-31 11:00:00,None,278.395,4876
2016-03-31 12:00:00,None,279.0,5020
2016-03-31 13:00:00,None,281.75,5294
2016-03-31 14:00:00,None,282.81,5725
2016-03-31 15:00:00,None,282.85,6257
2016-03-31 16:00:00,None,282.89,6789
2016-03-31 17:00:00,None,282.555,5774
2016-03-31 18:00:00,None,282.22,4758
2016-03-31 19:00:00,None,280.15,3568
2016-03-31 20:00:00,None,279.50666666666666,3378
2016-03-31 21:00:00,None,278.86333333333334,3188
2016-03-31 22:00:00,None,278.22,2998
2016-03-31 23:00:00,None,277.49,1864
2016-04-01 00:00:00,None,276.76,731
2016-04-01 01:00:00,None,275.62,458
2016-04-01 02:00:00,None,275.41499999999996,418
2016-04-01 03:00:00,None,275.21,378
2016-04-01 04:00:00,None,275.75,1458
2016-04-01 05:00:00,None,276.29,2539
2016-04-01 06:00:00,None,274.82,5117
2016-04-01 07:00:00,None,274.55,6558
2016-04-01 08:00:00,None,274.58500000000004,5924
2016-04-01 09:00:00,None,274.62,5290
2016-04-01 10:00:00,None,274.99,5364
2016-04-01 11:00:00,None,275.36,5439
2016-04-01 12:00:00,None,276.01,5597
2016-04-01 13:00:00,None,276.26,5743
2016-04-01 14:00:00,None,276.51,5889
2016-04-01 15:00:00,None,276.94,6360
2016-04-01 16:00:00,None,277.37,6830
2016-04-01 17:00:00,None,276.96500000000003,5980
2016-04-01 18:00:00,None,276.56,5129
2016-04-01 19:00:00,None,275.49,4229
2016-04-01 20:00:00,None,274.42,3329
2016-04-01 21:00:00,None,273.29,3085
2016-04-01 22:00:00,None,273.48,2554
2016-04-01 23:00:00,None,273.67,2023
2016-04-02 00:00:00,None,273.86,1492
2016-04-02 01:00:00,None,273.905,1118
2016-04-02 02:00:00,None,273.95,744
2016-04-02 03:00:00,None,273.85,598
2016-04-02 04:00:00,None,273.75,452
2016-04-02 05:00:00,None,273.08500000000004,960
2016-04-02 06:00:00,None,272.42,1467
2016-04-02 07:00:00,None,271.755,2306
2016-04-02 08:00:00,None,271.09,3145
2016-04-02 09:00:00,None,270.895,3736
2016-04-02 10:00:00,None,270.7,4326
2016-04-02 11:00:00,None,271.68,4823
2016-04-02 12:00:00,None,271.915,4923
2016-04-02 13:00:00,None,272.15,5023
2016-04-02 14:00:00,None,273.04499999999996,4976
2016-04-02 15:00:00,None,273.94,4930
2016-04-02 16:00:00,None,274.38,4894
2016-04-02 17:00:00,None,274.82,4859
2016-04-02 18:00:00,None,274.49,4622
2016-04-02 19:00:00,None,274.01,4071
2016-04-02 20:00:00,None,273.815,3468
2016-04-02 21:00:00,None,273.62,2865
2016-04-02 22:00:00,None,272.97,2938
2016-04-02 23:00:00,None,272.55,3339
2016-04-03 00:00:00,None,272.65,1595
2016-04-03 01:00:00,None,272.67999999999995,1170
2016-04-03 02:00:00,None,272.71,744
2016-04-03 03:00:00,None,272.57,598
2016-04-03 04:00:00,None,272.43,452
2016-04-03 05:00:00,None,272.6,831
2016-04-03 06:00:00,None,272.77,1210
2016-04-03 07:00:00,None,273.40999999999997,1847
2016-04-03 08:00:00,None,274.05,2484
2016-04-03 09:00:00,None,278.07,2907
2016-04-03 10:00:00,None,282.28999999999996,3522
2016-04-03 11:00:00,None,286.51,4137
2016-04-03 12:00:00,None,288.35,4950
2016-04-03 13:00:00,None,288.98,4865
2016-04-03 14:00:00,None,289.61,4780
2016-04-03 15:00:00,None,290.24,4695
2016-04-03 16:00:00,None,288.565,4506
2016-04-03 17:00:00,None,286.89,4318
2016-04-03 18:00:00,None,282.58,3992
2016-04-03 19:00:00,None,279.37,3438
2016-04-03 20:00:00,None,276.16,2884
2016-04-03 21:00:00,None,274.62,2158
2016-04-03 22:00:00,None,273.85,1620
2016-04-03 23:00:00,None,273.08,1081
2016-04-04 00:00:00,None,271.86,595
2016-04-04 01:00:00,None,271.855,440
2016-04-04 02:00:00,None,271.85,285
2016-04-04 03:00:00,None,271.6,576
2016-04-04 04:00:00,None,271.35,867
2016-04-04 05:00:00,None,271.36,2632
2016-04-04 06:00:00,None,271.42,5684
2016-04-04 07:00:00,None,271.48,6549
2016-04-04 08:00:00,None,271.745,5836
2016-04-04 09:00:00,None,272.01,5124
2016-04-04 10:00:00,None,273.62,4363
2016-04-04 11:00:00,None,273.78499999999997,4584
2016-04-04 12:00:00,None,273.95,4804
2016-04-04 13:00:00,None,275.0,4880
2016-04-04 14:00:00,None,275.4,5249
2016-04-04 15:00:00,None,275.74,5836
2016-04-04 16:00:00,None,276.08,6422
2016-04-04 17:00:00,None,276.58,5354
2016-04-04 18:00:00,None,277.08,4286
2016-04-04 19:00:00,None,276.735,3390
2016-04-04 20:00:00,None,276.39,2495
2016-04-04 21:00:00,None,273.48,2256
2016-04-04 22:00:00,None,273.07,1648
2016-04-04 23:00:00,None,272.86,1116
2016-04-05 00:00:00,None,272.15,572
2016-04-05 01:00:00,None,271.97,353
2016-04-05 02:00:00,None,271.64,280
2016-04-05 03:00:00,None,271.52,317
2016-04-05 04:00:00,None,271.25,833
2016-04-05 05:00:00,None,271.59000000000003,3345
2016-04-05 06:00:00,None,271.93,5857
2016-04-05 07:00:00,None,272.41,6904
2016-04-05 08:00:00,None,273.9,6246
2016-04-05 09:00:00,None,274.79,5155
2016-04-05 10:00:00,None,275.01,4350
2016-04-05 11:00:00,None,275.01,4793
2016-04-05 12:00:00,None,274.65,4951
2016-04-05 13:00:00,None,274.23,4876
2016-04-05 14:00:00,None,274.295,5263
2016-04-05 15:00:00,None,274.36,5650
2016-04-05 16:00:00,None,274.95,6598
2016-04-05 17:00:00,None,275.28,6213
2016-04-05 18:00:00,None,275.58,4531
2016-04-05 19:00:00,None,275.72,3245
2016-04-05 20:00:00,None,275.56500000000005,3638
2016-04-05 21:00:00,None,275.41,4031
2016-04-05 22:00:00,None,275.72,2558
2016-04-05 23:00:00,None,275.65,1152
2016-04-06 00:00:00,None,275.55,656
2016-04-06 01:00:00,None,275.72,388
2016-04-06 02:00:00,None,275.72,292
2016-04-06 03:00:00,None,274.82,301
2016-04-06 04:00:00,None,274.48,876
2016-04-06 05:00:00,None,274.18,2750
2016-04-06 06:00:00,None,273.35,5699
2016-04-06 07:00:00,None,273.22,6970
2016-04-06 08:00:00,None,274.28,6251
2016-04-06 09:00:00,None,277.05,5387
2016-04-06 10:00:00,None,278.22,4759
2016-04-06 11:00:00,None,278.3,4866
2016-04-06 12:00:00,None,277.44,5211
2016-04-06 13:00:00,None,277.08,4961
2016-04-06 14:00:00,None,277.0,5410
2016-04-06 15:00:00,None,276.845,6040
2016-04-06 16:00:00,None,276.69,6670
2016-04-06 17:00:00,None,276.72,6466
2016-04-06 18:00:00,None,276.47,4540
2016-04-06 19:00:00,None,276.36,3334
2016-04-06 20:00:00,None,276.21,2779
2016-04-06 21:00:00,None,276.01,2476
2016-04-06 22:00:00,None,275.71000000000004,1729
2016-04-06 23:00:00,None,275.41,982
2016-04-07 00:00:00,None,275.04,600
2016-04-07 01:00:00,None,274.86,357
2016-04-07 02:00:00,None,274.51,260
2016-04-07 03:00:00,None,273.84,332
2016-04-07 04:00:00,None,273.46,855
2016-04-07 05:00:00,None,273.3,2721
2016-04-07 06:00:00,None,273.08,5709
2016-04-07 07:00:00,None,273.57,6731
2016-04-07 08:00:00,None,273.65,5941
2016-04-07 09:00:00,None,274.93,5303
2016-04-07 10:00:00,None,275.65,4782
2016-04-07 11:00:00,None,276.86,4994
2016-04-07 12:00:00,None,277.58,5218
2016-04-07 13:00:00,None,277.93,5285
2016-04-07 14:00:00,None,278.185,5566
2016-04-07 15:00:00,None,278.44,5847
2016-04-07 16:00:00,None,278.475,6082
2016-04-07 17:00:00,None,278.51,6316
2016-04-07 18:00:00,None,277.41,4697
2016-04-07 19:00:00,None,276.79,3479
2016-04-07 20:00:00,None,276.45,2999
2016-04-07 21:00:00,None,276.265,3028
2016-04-07 22:00:00,None,276.08,3057
2016-04-07 23:00:00,None,275.9,1898
2016-04-08 00:00:00,None,275.72,739
2016-04-08 01:00:00,None,274.76,398
2016-04-08 02:00:00,None,274.32,365
2016-04-08 03:00:00,None,273.49,402
2016-04-08 04:00:00,None,272.6,783
2016-04-08 05:00:00,None,272.21,2556
2016-04-08 06:00:00,None,272.49,5529
2016-04-08 07:00:00,None,272.62,6670
2016-04-08 08:00:00,None,272.62,5939
2016-04-08 09:00:00,None,272.08,5038
2016-04-08 10:00:00,None,272.55,4539
2016-04-08 11:00:00,None,272.37,4989
2016-04-08 12:00:00,None,272.75,5329
2016-04-08 13:00:00,None,273.53,5418
2016-04-08 14:00:00,None,273.86,5818
2016-04-08 15:00:00,None,274.11,6244
2016-04-08 16:00:00,None,274.36,6670
2016-04-08 17:00:00,None,274.21,6030
2016-04-08 18:00:00,None,273.38,4696
2016-04-08 19:00:00,None,272.48,3919
2016-04-08 20:00:00,None,271.42,3282
2016-04-08 21:00:00,None,271.01,2917
2016-04-08 22:00:00,None,270.6,2552
2016-04-08 23:00:00,None,269.44,1777
2016-04-09 00:00:00,None,268.81,1289
2016-04-09 01:00:00,None,267.79,751
2016-04-09 02:00:00,None,267.2,571
2016-04-09 03:00:00,None,266.63,368
2016-04-09 04:00:00,None,265.65,382
2016-04-09 05:00:00,None,264.95,712
2016-04-09 06:00:00,None,264.62,1539
2016-04-09 07:00:00,None,265.18,2294
2016-04-09 08:00:00,None,268.81,3210
2016-04-09 09:00:00,None,270.15,3928
2016-04-09 10:00:00,None,271.41,4434
2016-04-09 11:00:00,None,272.155,4771
2016-04-09 12:00:00,None,272.9,5108
2016-04-09 13:00:00,None,274.44,5095
2016-04-09 14:00:00,None,275.9,5083
2016-04-09 15:00:00,None,277.01,4873
2016-04-09 16:00:00,None,277.4,4732
2016-04-09 17:00:00,None,277.79,4590
2016-04-09 18:00:00,None,278.3,4393
2016-04-09 19:00:00,None,277.74,3565
2016-04-09 20:00:00,None,277.51,4028
2016-04-09 21:00:00,None,277.28,4490
2016-04-09 22:00:00,None,276.58,3360
2016-04-09 23:00:00,None,276.28,2071
2016-04-10 00:00:00,None,275.79,1289
2016-04-10 01:00:00,None,275.79,751
2016-04-10 02:00:00,None,275.97,560
2016-04-10 03:00:00,None,276.15,368
2016-04-10 04:00:00,None,276.02,382
2016-04-10 05:00:00,None,275.96,654
2016-04-10 06:00:00,None,275.55,1351
2016-04-10 07:00:00,None,275.70500000000004,2055
2016-04-10 08:00:00,None,275.86,2759
2016-04-10 09:00:00,None,279.21,3364
2016-04-10 10:00:00,None,280.88,3636
2016-04-10 11:00:00,None,283.14,4184
2016-04-10 12:00:00,None,285.19,4811
2016-04-10 13:00:00,None,285.8433333333333,4810
2016-04-10 14:00:00,None,286.49666666666667,4808
2016-04-10 15:00:00,None,287.15,4807
2016-04-10 16:00:00,None,286.91999999999996,4660
2016-04-10 17:00:00,None,286.69,4513
2016-04-10 18:00:00,None,284.8,4238
2016-04-10 19:00:00,None,284.07,3509
2016-04-10 20:00:00,None,282.83,2979
2016-04-10 21:00:00,None,281.59,2449
2016-04-10 22:00:00,None,277.59,1724
2016-04-10 23:00:00,None,276.22,1139
2016-04-11 00:00:00,None,275.36,522
2016-04-11 01:00:00,None,274.48,342
2016-04-11 02:00:00,None,274.02,269
2016-04-11 03:00:00,None,273.765,559
2016-04-11 04:00:00,None,273.51,849
2016-04-11 05:00:00,None,273.29,2719
2016-04-11 06:00:00,None,272.95500000000004,4798
2016-04-11 07:00:00,None,272.62,6877
2016-04-11 08:00:00,None,272.71,6024
2016-04-11 09:00:00,None,273.22,5294
2016-04-11 10:00:00,None,273.58500000000004,5069
2016-04-11 11:00:00,None,273.95,4844
2016-04-11 12:00:00,None,275.51,5303
2016-04-11 13:00:00,None,276.69,5407
2016-04-11 14:00:00,None,277.37666666666667,5831
2016-04-11 15:00:00,None,278.06333333333333,6255
2016-04-11 16:00:00,None,278.75,6679
2016-04-11 17:00:00,None,278.735,5671
2016-04-11 18:00:00,None,278.72,4663
2016-04-11 19:00:00,None,277.76,3724
2016-04-11 20:00:00,None,276.8,2786
2016-04-11 21:00:00,None,273.89,2214
2016-04-11 22:00:00,None,273.35,1501
2016-04-11 23:00:00,None,272.22,1018
2016-04-12 00:00:00,None,271.51,586
2016-04-12 01:00:00,None,270.73,422
2016-04-12 02:00:00,None,269.95,257
2016-04-12 03:00:00,None,269.21,307
2016-04-12 04:00:00,None,268.22,837
2016-04-12 05:00:00,None,267.69000000000005,3482
2016-04-12 06:00:00,None,267.16,6127
2016-04-12 07:00:00,None,267.82,6456
2016-04-12 08:00:00,None,272.58,6199
2016-04-12 09:00:00,None,274.58,5635
2016-04-12 10:00:00,None,275.82,5261
2016-04-12 11:00:00,None,277.06,4887
2016-04-12 12:00:00,None,279.65,5055
2016-04-12 13:00:00,None,281.22,5268
2016-04-12 14:00:00,None,281.07500000000005,5727
2016-04-12 15:00:00,None,280.93,6186
2016-04-12 16:00:00,None,280.85,6316
2016-04-12 17:00:00,None,280.77,6445
2016-04-12 18:00:00,None,280.63,4695
2016-04-12 19:00:00,None,279.83,4046
2016-04-12 20:00:00,None,279.03000000000003,3396
2016-04-12 21:00:00,None,278.23,2747
2016-04-12 22:00:00,None,278.8,2016
2016-04-12 23:00:00,None,278.79,1946
2016-04-13 00:00:00,None,279.15,689
2016-04-13 01:00:00,None,279.87,452
2016-04-13 02:00:00,None,280.39,378
2016-04-13 03:00:00,None,280.16,418
2016-04-13 04:00:00,None,280.22,1003
2016-04-13 05:00:00,None,279.01,2979
2016-04-13 06:00:00,None,278.42,6180
2016-04-13 07:00:00,None,278.65,7084
2016-04-13 08:00:00,None,281.12,6150
2016-04-13 09:00:00,None,283.86,5483
2016-04-13 10:00:00,None,285.51,4354
2016-04-13 11:00:00,None,287.29,4515
2016-04-13 12:00:00,None,288.07500000000005,4906
2016-04-13 13:00:00,None,288.86,5296
2016-04-13 14:00:00,None,289.94,5722
2016-04-13 15:00:00,None,291.02,6147
2016-04-13 16:00:00,None,292.11,6456
2016-04-13 17:00:00,None,293.2,6764
2016-04-13 18:00:00,None,293.37,5152
2016-04-13 19:00:00,None,293.54,3540
2016-04-13 20:00:00,None,289.09,3257
2016-04-13 21:00:00,None,287.75,2625
2016-04-13 22:00:00,None,286.41,1993
2016-04-13 23:00:00,None,285.87,1106
2016-04-14 00:00:00,None,285.21,648
2016-04-14 01:00:00,None,284.29,398
2016-04-14 02:00:00,None,284.07500000000005,379
2016-04-14 03:00:00,None,283.86,360
2016-04-14 04:00:00,None,283.47,864
2016-04-14 05:00:00,None,283.36,2836
2016-04-14 06:00:00,None,283.22,6052
2016-04-14 07:00:00,None,283.43,6876
2016-04-14 08:00:00,None,285.79,6171
2016-04-14 09:00:00,None,287.47,5407
2016-04-14 10:00:00,None,290.19,5032
2016-04-14 11:00:00,None,291.3,5267
2016-04-14 12:00:00,None,293.08,5324
2016-04-14 13:00:00,None,295.58,5334
2016-04-14 14:00:00,None,296.57,5672
2016-04-14 15:00:00,None,296.92,6140
2016-04-14 16:00:00,None,297.7,6991
2016-04-14 17:00:00,None,297.59,5838
2016-04-14 18:00:00,None,297.48,4686
2016-04-14 19:00:00,None,294.78,3777
2016-04-14 20:00:00,None,293.66,3595
2016-04-14 21:00:00,None,291.43,3059
2016-04-14 22:00:00,None,290.45,2424
2016-04-14 23:00:00,None,288.93,1348
2016-04-15 00:00:00,None,287.65,798
2016-04-15 01:00:00,None,286.65,451
2016-04-15 02:00:00,None,285.79,323
2016-04-15 03:00:00,None,284.92,349
2016-04-15 04:00:00,None,284.29,826
2016-04-15 05:00:00,None,283.86,2586
2016-04-15 06:00:00,None,283.38,5731
2016-04-15 07:00:00,None,283.57,6806
2016-04-15 08:00:00,None,285.77,6042
2016-04-15 09:00:00,None,287.97,5278
2016-04-15 10:00:00,None,290.08,5101
2016-04-15 11:00:00,None,292.88,5440
2016-04-15 12:00:00,None,294.88,5816
2016-04-15 13:00:00,None,295.48,5824
2016-04-15 14:00:00,None,296.08,5832
2016-04-15 15:00:00,None,297.51,6318
2016-04-15 16:00:00,None,297.54,5916
2016-04-15 17:00:00,None,296.86,5886
2016-04-15 18:00:00,None,295.94,4960
2016-04-15 19:00:00,None,295.02,4033
2016-04-15 20:00:00,None,294.48,3412
2016-04-15 21:00:00,None,292.93,3258
2016-04-15 22:00:00,None,292.21,3127
2016-04-15 23:00:00,None,291.15,1865
2016-04-16 00:00:00,None,290.4,1336
2016-04-16 01:00:00,None,290.36,788
2016-04-16 02:00:00,None,289.51,638
2016-04-16 03:00:00,None,289.01,405
2016-04-16 04:00:00,None,288.72,413
2016-04-16 05:00:00,None,288.21,745
2016-04-16 06:00:00,None,287.55,1442
2016-04-16 07:00:00,None,288.01,2202
2016-04-16 08:00:00,None,288.94,3475
2016-04-16 09:00:00,None,291.43,4321
2016-04-16 10:00:00,None,293.15,4595
2016-04-16 11:00:00,None,296.03,5146
2016-04-16 12:00:00,None,296.61,5371
2016-04-16 13:00:00,None,298.01,4807
2016-04-16 14:00:00,None,298.24,4823
2016-04-16 15:00:00,None,298.545,4706
2016-04-16 16:00:00,None,298.85,4590
2016-04-16 17:00:00,None,299.01,4552
2016-04-16 18:00:00,None,298.78,4059
2016-04-16 19:00:00,None,298.0,3660
2016-04-16 20:00:00,None,297.22,3261
2016-04-16 21:00:00,None,293.72,3231
2016-04-16 22:00:00,None,293.07,3487
2016-04-16 23:00:00,None,292.87,2511
2016-04-17 00:00:00,None,292.29,1388
2016-04-17 01:00:00,None,291.22,830
2016-04-17 02:00:00,None,290.44,648
2016-04-17 03:00:00,None,289.93,395
2016-04-17 04:00:00,None,289.33,390
2016-04-17 05:00:00,None,288.86,629
2016-04-17 06:00:00,None,288.03,1180
2016-04-17 07:00:00,None,288.72,1734
2016-04-17 08:00:00,None,291.22,2116
2016-04-17 09:00:00,None,292.51,3117
2016-04-17 10:00:00,None,294.62,3847
2016-04-17 11:00:00,None,295.35,4286
2016-04-17 12:00:00,None,296.08,4724
2016-04-17 13:00:00,None,297.94,4722
2016-04-17 14:00:00,None,298.28,4661
2016-04-17 15:00:00,None,298.715,4666
2016-04-17 16:00:00,None,299.15,4671
2016-04-17 17:00:00,None,298.65,4426
2016-04-17 18:00:00,None,297.99666666666667,3992
2016-04-17 19:00:00,None,297.3433333333333,3559
2016-04-17 20:00:00,None,296.69,3125
2016-04-17 21:00:00,None,293.8,2569
2016-04-17 22:00:00,None,293.05,1801
2016-04-17 23:00:00,None,292.29,1036
2016-04-18 00:00:00,None,291.68,588
2016-04-18 01:00:00,None,291.37,370
2016-04-18 02:00:00,None,291.36,310
2016-04-18 03:00:00,None,290.94,299
2016-04-18 04:00:00,None,289.47,840
2016-04-18 05:00:00,None,288.29,2687
2016-04-18 06:00:00,None,286.86,5872
2016-04-18 07:00:00,None,287.82,6901
2016-04-18 08:00:00,None,289.44,6328
2016-04-18 09:00:00,None,292.49,5246
2016-04-18 10:00:00,None,294.0,4587
2016-04-18 11:00:00,None,295.36,4692
2016-04-18 12:00:00,None,296.73,4899
2016-04-18 13:00:00,None,297.37,5166
2016-04-18 14:00:00,None,298.01,5433
2016-04-18 15:00:00,None,297.45,5850
2016-04-18 16:00:00,None,296.8,6660
2016-04-18 17:00:00,None,294.89,6456
2016-04-18 18:00:00,None,293.45,4757
2016-04-18 19:00:00,None,291.59,3219
2016-04-18 20:00:00,None,290.73,2739
2016-04-18 21:00:00,None,288.74,2315
2016-04-18 22:00:00,None,287.51,3626
2016-04-18 23:00:00,None,284.9,1644
2016-04-19 00:00:00,None,284.09,626
2016-04-19 01:00:00,None,283.31,338
2016-04-19 02:00:00,None,282.24,267
2016-04-19 03:00:00,None,281.85,315
2016-04-19 04:00:00,None,281.85,862
2016-04-19 05:00:00,None,282.35,2722
2016-04-19 06:00:00,None,282.3,5770
2016-04-19 07:00:00,None,282.65,6965
2016-04-19 08:00:00,None,282.87,6332
2016-04-19 09:00:00,None,283.3,5582
2016-04-19 10:00:00,None,283.8,4702
2016-04-19 11:00:00,None,284.94,5089
2016-04-19 12:00:00,None,285.23,5138
2016-04-19 13:00:00,None,285.62,5210
2016-04-19 14:00:00,None,286.01,5282
2016-04-19 15:00:00,None,286.29,6082
2016-04-19 16:00:00,None,286.58,6899
2016-04-19 17:00:00,None,286.61,6210
2016-04-19 18:00:00,None,286.3,4746
2016-04-19 19:00:00,None,285.73,3448
2016-04-19 20:00:00,None,285.46,3016
2016-04-19 21:00:00,None,284.78,2843
2016-04-19 22:00:00,None,284.78,1777
2016-04-19 23:00:00,None,284.4,1043
2016-04-20 00:00:00,None,284.29,538
2016-04-20 01:00:00,None,284.22,381
2016-04-20 02:00:00,None,284.22,275
2016-04-20 03:00:00,None,284.29,350
2016-04-20 04:00:00,None,284.22,941
2016-04-20 05:00:00,None,283.86,2859
2016-04-20 06:00:00,None,283.79,6100
2016-04-20 07:00:00,None,283.77,7192
2016-04-20 08:00:00,None,284.08,6405
2016-04-20 09:00:00,None,284.34,5392
2016-04-20 10:00:00,None,284.93,4852
